"allele_name","gene_family","consensus_gene_name","consensus_product","threshold","alleles_at_maximum_threshold","number_genomes","average_dose","min_dose","max_dose","genomes_containing_fissions","genomes_containing_duplications","number_fission_loci","number_duplicated_loci","no_loci","products","gene_names","min_length.bp.","max_length.bp.","average_length.bp.","cluster","cluster_order","F2_5","CG56","T268_95","BM37_95","AV25_95","CG78","CG78b","CG678","CG1103","SF93","V80_94","AS1H41","CG98","NW221","RF21","T17","S4","Sz1b","CG81","CG474","CG967","CG1118"
"g005292_000003","g005292","atpD","ATP synthase subunit beta",80,13,311,1,1,1,0,0,0,0,311,"ATP synthase subunit beta(311)","atpD(311)",1419,1482,1449.49,36,5,"F2_5_03688","CG56_00678","T268_95_03860","BM37_95_04841","AV25_95_03607","CG78_00772","CG78b_04580","CG678_04576","CG1103_04141","SF93_04610","V80_94_03586","AS1H41_03586","CG98_02184","NW221_00592","RF21_03870","T17_00286","S4_03258","Sz1b_03625","CG81_00806","CG474_04810","CG967_01145","CG1118_02163"
"g003624_000001","g003624","atpC","ATP synthase epsilon chain",60,22,311,1,1,1,0,0,0,0,311,"ATP synthase epsilon chain(311)","atpC(311)",408,411,409.62,36,6,"F2_5_03687","CG56_00677","T268_95_03859","BM37_95_04840","AV25_95_03606","CG78_00771","CG78b_04579","CG678_04575","CG1103_04142","SF93_04611","V80_94_03585","AS1H41_03585","CG98_02185","NW221_00591","RF21_03871","T17_00287","S4_03257","Sz1b_03624","CG81_00805","CG474_04809","CG967_01144","CG1118_02164"
"g002858_1_000003","g002858_1","braC","Leu/Ile/Val-binding protein ",70,20,311,1,1,1,1,0,1,0,311,"Leu/Ile/Val-binding protein (311):Leucine-%2C isoleucine-%2C valine-%2C threonine-%2C and alanine-binding protein(1)","NA(311):braC(1)",543,1122,1115.64,37,1,"F2_5_00474","CG56_04836","T268_95_00655","BM37_95_03034","AV25_95_00299","CG78_04436","CG78b_02999","CG678_02999","CG1103_04897","SF93_00544","V80_94_02285","AS1H41_02285","CG98_01303","NW221_02098","RF21_00077","T17_00519","S4_02781","Sz1b_05148","CG81_01204","CG474_02789","CG967_00674","CG1118_01801"
"g001908_000001","g001908",NA,"hypothetical protein",60,33,311,1.01,1,2,0,3,0,3,314,"hypothetical protein(314)","NA(314)",354,480,356.83,37,2,"F2_5_00475","CG56_04837","T268_95_00656","BM37_95_03035","AV25_95_00300","CG78_04437","CG78b_03000","CG678_03000","CG1103_04898","SF93_00543","V80_94_02286","AS1H41_02286","CG98_01302","NW221_02099","RF21_00078","T17_00518","S4_02782","Sz1b_05147","CG81_01203","CG474_02788","CG967_00675","CG1118_01800"
"g002429_1_000007","g002429_1","livF","High-affinity branched-chain amino acid transport ATP-binding protein LivF",80,23,311,1.01,1,2,0,3,0,3,314,"High-affinity branched-chain amino acid transport ATP-binding protein LivF(314)","livF(314)",726,729,728.9,37,3,"F2_5_00476","CG56_04838","T268_95_00657","BM37_95_03036","AV25_95_00301","CG78_04438","CG78b_03001","CG678_03001","CG1103_04899","SF93_00542","V80_94_02287","AS1H41_02287","CG98_01301","NW221_02100","RF21_00079","T17_00517","S4_02783","Sz1b_05146","CG81_01202","CG474_02787","CG967_00676","CG1118_01799"
"g002047_1_000005","g002047_1","artM","Arginine transport ATP-binding protein ArtM",80,27,311,1.01,1,2,1,3,1,3,314,"Arginine transport ATP-binding protein ArtM(181):putative amino-acid import ATP-binding protein YxeO(132):Vitamin B12 import ATP-binding protein BtuD(1):hypothetical protein(1)","artM(181):yxeO(132):btuD(1):NA(1)",315,903,871.19,37,4,"F2_5_00477","CG56_04839","T268_95_00658","BM37_95_03037","AV25_95_00302","CG78_04439","CG78b_03002","CG678_03002","CG1103_04900","SF93_00541","V80_94_02288","AS1H41_02288","CG98_01300","NW221_02101","RF21_00080","T17_00516","S4_02784","Sz1b_05145","CG81_01201","CG474_02786","CG967_00677","CG1118_01798"
"g001330_1_000005","g001330_1",NA,"hypothetical protein",80,33,311,1.01,1,2,1,3,1,3,314,"hypothetical protein(315)","NA(315)",681,1425,1390.88,37,5,"F2_5_00478","CG56_04840","T268_95_00659","BM37_95_03038","AV25_95_00303","CG78_04440","CG78b_03003","CG678_03003","CG1103_04901","SF93_00540","V80_94_02289","AS1H41_02289","CG98_01299","NW221_02102","RF21_00081","T17_00515","S4_02785","Sz1b_05144","CG81_01200","CG474_02785","CG967_00678","CG1118_01797"
"g000729","g000729","cysQ","3'(2')%2C5'-bisphosphate nucleotidase CysQ",50,48,311,1,1,2,0,1,0,1,312,"3'(2')%2C5'-bisphosphate nucleotidase CysQ(312)","cysQ(312)",774,894,794.33,37,6,"F2_5_00483","CG56_04845","T268_95_00664","BM37_95_03043","AV25_95_00309","CG78_04446","CG78b_03009","CG678_03009","CG1103_04907","SF93_00534","V80_94_02295","AS1H41_02295","CG98_01294","NW221_02108","RF21_00087","T17_00509","S4_02791","Sz1b_05138","CG81_01194","CG474_02779","CG967_00684","CG1118_01791"
"g003154_000003","g003154","mfd","Transcription-repair-coupling factor",80,22,311,1,1,1,4,0,4,0,311,"Transcription-repair-coupling factor(315)","mfd(315)",1605,3528,3459.01,38,1,"F2_5_04640","CG56_02345","T268_95_05247","BM37_95_04022","AV25_95_05150","CG78_03942","CG78b_03701","CG678_03700","CG1103_02923","SF93_02798","V80_94_05263","AS1H41_05263","CG98_01813","NW221_02709","RF21_03315","T17_04811","S4_01858","Sz1b_04137","CG81_05418","CG474_02300","CG967_04995","CG1118_03761"
"g001460_000001","g001460",NA,"hypothetical protein",60,37,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",225,555,322.55,38,2,"F2_5_04639","CG56_02344","T268_95_05246","BM37_95_04021","AV25_95_05149","CG78_03941","CG78b_03700","CG678_03699","CG1103_02924","SF93_02799","V80_94_05262","AS1H41_05262","CG98_01814","NW221_02708","RF21_03314","T17_04810","S4_01857","Sz1b_04138","CG81_05419","CG474_02299","CG967_04994","CG1118_03762"
"g002487_000002","g002487","recG","ATP-dependent DNA helicase RecG",70,27,311,1,1,1,0,0,0,0,311,"ATP-dependent DNA helicase RecG(311)","recG(311)",2043,2151,2113.07,38,3,"F2_5_04638","CG56_02343","T268_95_05245","BM37_95_04020","AV25_95_05148","CG78_03940","CG78b_03699","CG678_03698","CG1103_02925","SF93_02800","V80_94_05261","AS1H41_05261","CG98_01815","NW221_02707","RF21_03313","T17_04809","S4_01856","Sz1b_04139","CG81_05420","CG474_02298","CG967_04993","CG1118_03763"
"g002419_000001","g002419",NA,"hypothetical protein",60,28,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",618,828,684.11,38,4,"F2_5_04543","CG56_02195","T268_95_05078","BM37_95_03853","AV25_95_03410","CG78_03768","CG78b_03527","CG678_03526","CG1103_03097","SF93_02952","V80_94_03304","AS1H41_03304","CG98_05090","NW221_04966","RF21_03162","T17_04657","S4_01705","Sz1b_04311","CG81_02033","CG474_02191","CG967_04897","CG1118_01622"
"g002533_000003","g002533","nodM","Glutamine--fructose-6-phosphate aminotransferase [isomerizing]",80,26,311,1.02,1,2,0,6,0,6,317,"Glutamine--fructose-6-phosphate aminotransferase [isomerizing](317)","nodM(317)",153,1827,1814.62,38,5,"F2_5_04542","CG56_02194","T268_95_05077","BM37_95_03852","AV25_95_03409","CG78_03767","CG78b_03526","CG678_03525","CG1103_03098","SF93_02953","V80_94_03303","AS1H41_03303","CG98_05089","NW221_04965","RF21_03161","T17_04656","S4_01704","Sz1b_04312","CG81_02034","CG474_02190","CG967_04896","CG1118_01621"
"g000629_000002","g000629","glmU","Bifunctional protein GlmU",70,49,311,1.01,1,2,0,3,0,3,314,"Bifunctional protein GlmU(314)","glmU(314)",1014,1398,1360.79,38,6,"F2_5_04541","CG56_02193","T268_95_05076","BM37_95_03851","AV25_95_03408","CG78_03766","CG78b_03525","CG678_03524","CG1103_03099","SF93_02954","V80_94_03302","AS1H41_03302","CG98_05088","NW221_04964","RF21_03160","T17_04655","S4_01703","Sz1b_04313","CG81_02035","CG474_02189","CG967_04895","CG1118_01619"
"g001148_000002","g001148","bolA","DNA-binding transcriptional regulator BolA",70,41,311,1,1,1,0,0,0,0,311,"DNA-binding transcriptional regulator BolA(311)","bolA(311)",282,297,285.92,39,1,"F2_5_03644","CG56_00632","T268_95_03814","BM37_95_04795","AV25_95_03562","CG78_01855","CG78b_04535","CG678_04531","CG1103_04188","SF93_04656","V80_94_03541","AS1H41_03541","CG98_02230","NW221_00546","RF21_03916","T17_00332","S4_03213","Sz1b_03579","CG81_00760","CG474_04764","CG967_01100","CG1118_02208"
"g002241_000003","g002241","aroB","3-dehydroquinate synthase",80,27,311,1,1,1,0,0,0,0,311,"3-dehydroquinate synthase(311)","aroB(311)",600,1158,1131.37,39,2,"F2_5_03645","CG56_00633","T268_95_03815","BM37_95_04796","AV25_95_03563","CG78_01856","CG78b_04536","CG678_04532","CG1103_04187","SF93_04655","V80_94_03542","AS1H41_03542","CG98_02229","NW221_00547","RF21_03915","T17_00331","S4_03214","Sz1b_03580","CG81_00761","CG474_04765","CG967_01101","CG1118_02207"
"g001876_1_000003","g001876_1","aroK","Shikimate kinase 1",70,32,311,1,1,2,0,1,0,1,312,"Shikimate kinase 1(221):Shikimate kinase(91)","aroK(312)",462,690,609.03,39,3,"F2_5_03646","CG56_00634","T268_95_03816","BM37_95_04797","AV25_95_03564","CG78_00729","CG78b_04537","CG678_04533","CG1103_04186","SF93_04654","V80_94_03543","AS1H41_03543","CG98_02228","NW221_00548","RF21_03914","T17_00330","S4_03215","Sz1b_03581","CG81_00762","CG474_04766","CG967_01102","CG1118_02206"
"g002150","g002150",NA,"hypothetical protein",50,29,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",150,327,170.91,39,4,"F2_5_03647","CG56_00636","T268_95_03818","BM37_95_04799","AV25_95_03565","CG78_00730","CG78b_04538","CG678_04534","CG1103_04184","SF93_04652","V80_94_03544","AS1H41_03544","CG98_02226","NW221_00550","RF21_03912","T17_00328","S4_03216","Sz1b_03583","CG81_00764","CG474_04768","CG967_01103","CG1118_02205"
"g000936_1_000001","g000936_1","xerD","Tyrosine recombinase XerD",60,43,311,1,1,1,0,0,0,0,311,"Tyrosine recombinase XerD(311)","xerD(311)",912,999,980.31,39,5,"F2_5_03648","CG56_00637","T268_95_03819","BM37_95_04800","AV25_95_03566","CG78_00731","CG78b_04539","CG678_04535","CG1103_04183","SF93_04651","V80_94_03545","AS1H41_03545","CG98_02225","NW221_00551","RF21_03911","T17_00327","S4_03217","Sz1b_03584","CG81_00765","CG474_04769","CG967_01104","CG1118_02204"
"g003741_1_000005","g003741_1","accA","Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha",80,20,311,1,1,1,0,0,0,0,311,"Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha(311)","accA(311)",954,954,954,39,6,"F2_5_03649","CG56_00638","T268_95_03820","BM37_95_04801","AV25_95_03567","CG78_00732","CG78b_04540","CG678_04536","CG1103_04182","SF93_04650","V80_94_03546","AS1H41_03546","CG98_02224","NW221_00552","RF21_03910","T17_00326","S4_03218","Sz1b_03585","CG81_00766","CG474_04770","CG967_01105","CG1118_02203"
"g001672_000002","g001672",NA,"hypothetical protein",70,35,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",426,744,454.32,40,1,"F2_5_01382","CG56_03149","T268_95_04778","BM37_95_00245","AV25_95_03108","CG78_02403","CG78b_02166","CG678_02164","CG1103_00176","SF93_00745","V80_94_03002","AS1H41_03002","CG98_04290","NW221_05207","RF21_00744","T17_00755","S4_01403","Sz1b_02262","CG81_04750","CG474_01016","CG967_05350","CG1118_05227"
"g000943_000002","g000943","aat","Leucyl/phenylalanyl-tRNA--protein transferase",70,44,311,1,1,1,1,0,1,0,311,"Leucyl/phenylalanyl-tRNA--protein transferase(312)","aat(312)",198,645,625.89,40,2,"F2_5_01383","CG56_03148","T268_95_04779","BM37_95_00246","AV25_95_03109","CG78_02404","CG78b_02167","CG678_02165","CG1103_00175","SF93_00746","V80_94_03003","AS1H41_03003","CG98_04289","NW221_05206","RF21_00745","T17_00754","S4_01404","Sz1b_02263","CG81_04749","CG474_01015","CG967_05349","CG1118_05226"
"g000030_1_000032","g000030_1","accC","Biotin carboxylase",80,12,311,1,1,2,0,1,0,1,312,"Biotin carboxylase(312)","accC(312)",201,1353,1345.21,40,3,"F2_5_01384","CG56_03147","T268_95_04780","BM37_95_00247","AV25_95_03110","CG78_02405","CG78b_02168","CG678_02166","CG1103_00174","SF93_00747","V80_94_03004","AS1H41_03004","CG98_04288","NW221_05205","RF21_00746","T17_00753","S4_01405","Sz1b_02264","CG81_04748","CG474_01014","CG967_05348","CG1118_05225"
"g002032_1_000001","g002032_1","accB","Biotin carboxyl carrier protein of acetyl-CoA carboxylase",60,30,311,1,1,1,0,0,0,0,311,"Biotin carboxyl carrier protein of acetyl-CoA carboxylase(310):hypothetical protein(1)","accB(310):NA(1)",213,495,481.5,40,4,"F2_5_01385","CG56_03146","T268_95_04781","BM37_95_00248","AV25_95_03111","CG78_02406","CG78b_02169","CG678_02167","CG1103_00173","SF93_00748","V80_94_03005","AS1H41_03005","CG98_04287","NW221_05204","RF21_00747","T17_00752","S4_01406","Sz1b_02265","CG81_04747","CG474_01013","CG967_05347","CG1118_05224"
"g000302","g000302","aroQ","3-dehydroquinate dehydratase",50,61,311,1,1,1,309,0,309,0,311,"3-dehydroquinate dehydratase(311):hypothetical protein(309)","NA(309):aroQ(216):yqhS(95)",438,1329,603.63,40,5,"(F2_5_01386:F2_5_01387)","(CG56_03144:CG56_03145)","(T268_95_04782:T268_95_04783)","(BM37_95_00249:BM37_95_00250)","(AV25_95_03112:AV25_95_03113)","(CG78_02407:CG78_02408)","(CG78b_02170:CG78b_02171)","(CG678_02168:CG678_02169)","(CG1103_00171:CG1103_00172)","(SF93_00749:SF93_00750)","(V80_94_03006:V80_94_03007)","(AS1H41_03006:AS1H41_03007)","(CG98_04285:CG98_04286)","(NW221_05202:NW221_05203)","(RF21_00748:RF21_00749)","(T17_00750:T17_00751)","(S4_01407:S4_01408)","(Sz1b_02266:Sz1b_02267)","(CG81_04745:CG81_04746)","(CG474_01011:CG474_01012)","(CG967_05345:CG967_05346)","(CG1118_05222:CG1118_05223)"
"g001626_000002","g001626","aspC","Aspartate aminotransferase",70,31,311,1,1,1,2,0,2,0,311,"Aspartate aminotransferase(247):Arginine--pyruvate transaminase AruH(64):LL-diaminopimelate aminotransferase(1):Putative N-acetyl-LL-diaminopimelate aminotransferase(1)","aspC(247):aruH(64):dapL(1):patA(1)",399,1221,1157.43,40,6,"F2_5_01388","CG56_03143","T268_95_04785","BM37_95_00252","AV25_95_03114","CG78_02409","CG78b_02172","CG678_02170","CG1103_00170","SF93_00751","V80_94_03008","AS1H41_03008","CG98_04283","NW221_05201","RF21_00750","T17_00749","S4_01409","Sz1b_02268","CG81_04744","CG474_01010","CG967_05344","CG1118_05221"
"g003118_1_000014","g003118_1","ihfB","Integration host factor subunit beta",90,9,311,1,1,1,0,0,0,0,311,"Integration host factor subunit beta(311)","ihfB(311)",303,312,306.28,41,1,"F2_5_04297","CG56_04011","T268_95_04423","BM37_95_05403","AV25_95_04575","CG78_03290","CG78b_04275","CG678_04273","CG1103_03614","SF93_03579","V80_94_04192","AS1H41_04192","CG98_05285","NW221_03059","RF21_00368","T17_02913","S4_00336","Sz1b_03054","CG81_01009","CG474_01699","CG967_04144","CG1118_00047"
"g001933_000001","g001933",NA,"hypothetical protein",60,33,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",333,369,343.33,41,2,"F2_5_04298","CG56_04010","T268_95_04424","BM37_95_05404","AV25_95_04576","CG78_03291","CG78b_04276","CG678_04274","CG1103_03615","SF93_03580","V80_94_04193","AS1H41_04193","CG98_05286","NW221_03060","RF21_00369","T17_02912","S4_00337","Sz1b_03053","CG81_01008","CG474_01698","CG967_04143","CG1118_00048"
"g000920_000003","g000920","rlmL","Ribosomal RNA large subunit methyltransferase K/L",80,43,311,1,1,1,0,0,0,0,311,"Ribosomal RNA large subunit methyltransferase K/L(311)","rlmL(311)",702,1227,1080.45,41,3,"F2_5_04299","CG56_04009","T268_95_04425","BM37_95_05405","AV25_95_04577","CG78_03292","CG78b_04277","CG678_04275","CG1103_03616","SF93_03581","V80_94_04194","AS1H41_04194","CG98_05287","NW221_03061","RF21_00370","T17_02911","S4_00338","Sz1b_03052","CG81_01007","CG474_01697","CG967_04142","CG1118_00049"
"g002298_000002","g002298","aviRb","23S rRNA (uridine(2479)-2'-O)-methyltransferase",70,30,311,1,1,1,0,0,0,0,311,"23S rRNA (uridine(2479)-2'-O)-methyltransferase(311)","aviRb(311)",852,897,864.95,41,4,"F2_5_04300","CG56_04008","T268_95_04426","BM37_95_05406","AV25_95_04578","CG78_03293","CG78b_04278","CG678_04276","CG1103_03617","SF93_03582","V80_94_04195","AS1H41_04195","CG98_05288","NW221_03062","RF21_00371","T17_02910","S4_00339","Sz1b_03051","CG81_01006","CG474_01696","CG967_04141","CG1118_00050"
"g002284_000001","g002284","lspA","Lipoprotein signal peptidase",60,30,311,1,1,1,0,0,0,0,311,"Lipoprotein signal peptidase(311)","lspA(311)",489,525,497.98,41,5,"F2_5_04301","CG56_04007","T268_95_04427","BM37_95_05407","AV25_95_04579","CG78_03294","CG78b_04279","CG678_04277","CG1103_03618","SF93_03583","V80_94_04196","AS1H41_04196","CG98_05289","NW221_03063","RF21_00372","T17_02909","S4_00340","Sz1b_03050","CG81_01005","CG474_01695","CG967_04140","CG1118_00051"
"g002198_1_000003","g002198_1","glgB","1%2C4-alpha-glucan branching enzyme GlgB",70,24,311,1,1,2,0,1,0,1,312,"1%2C4-alpha-glucan branching enzyme GlgB(312)","glgB(312)",1605,2250,2211.13,42,1,"F2_5_00669","CG56_00992","T268_95_00848","BM37_95_00560","AV25_95_00496","CG78_05264","CG78b_03198","CG678_03198","CG1103_01043","SF93_04839","V80_94_05066","AS1H41_05066","CG98_03198","NW221_00933","RF21_00270","T17_02356","S4_02976","Sz1b_02515","CG81_04275","CG474_03877","CG967_00867","CG1118_00764"
"g005302_000004","g005302","glgC","Glucose-1-phosphate adenylyltransferase",90,12,311,1,1,2,1,1,1,1,312,"Glucose-1-phosphate adenylyltransferase(313)","glgC(313)",519,1275,1259.93,42,2,"F2_5_00670","CG56_00993","T268_95_00849","BM37_95_00561","AV25_95_00497","CG78_05265","CG78b_03199","CG678_03199","CG1103_01044","SF93_04840","V80_94_05067","AS1H41_05067","CG98_03197","NW221_00934","RF21_00271","T17_02355","S4_02977","Sz1b_02516","CG81_04276","CG474_03878","CG967_00868","CG1118_00763"
"g000914_1_000001","g000914_1","glgA1","Glycogen synthase 1",60,37,311,1,1,2,1,1,1,1,312,"Glycogen synthase 1(313)","glgA1(313)",591,1443,1437.38,42,3,"F2_5_00671","CG56_00994","T268_95_00850","BM37_95_00562","AV25_95_00498","CG78_05266","CG78b_03200","CG678_03200","CG1103_01045","SF93_04841","V80_94_05068","AS1H41_05068","CG98_03196","NW221_00935","RF21_00272","T17_02354","S4_02978","Sz1b_02517","CG81_04277","CG474_03879","CG967_00869","CG1118_00762"
"g002650_000002","g002650","pgm","Phosphoglucomutase",70,24,311,1,1,2,1,1,1,1,312,"Phosphoglucomutase(313)","pgm(313)",618,1668,1624.49,42,4,"F2_5_00672","CG56_00995","T268_95_00851","BM37_95_00563","AV25_95_00499","CG78_05267","CG78b_03201","CG678_03201","CG1103_01046","SF93_04842","V80_94_05069","AS1H41_05069","CG98_03195","NW221_00936","RF21_00273","T17_02353","S4_02979","Sz1b_02518","CG81_04278","CG474_03880","CG967_00870","CG1118_00761"
"g000125_000001","g000125","glgX","Glycogen debranching enzyme",60,79,311,1,1,2,1,1,1,1,312,"Glycogen debranching enzyme(224):Glycogen operon protein GlgX (88):hypothetical protein(1)","glgX(312):NA(1)",228,2073,1952.09,42,5,"F2_5_00673","CG56_00996","T268_95_00852","BM37_95_00564","AV25_95_00500","CG78_05268","CG78b_03202","CG678_03202","CG1103_01047","SF93_04843","V80_94_05070","AS1H41_05070","CG98_03194","NW221_00937","RF21_00274","T17_02352","S4_02980","Sz1b_02519","CG81_04279","CG474_03881","CG967_00871","CG1118_00760"
"g003544","g003544","adk","Adenylate kinase",50,22,311,1.01,1,2,0,2,0,2,313,"Adenylate kinase(313)","adk(313)",585,831,620.08,43,1,"F2_5_02569","CG56_01945","T268_95_04842","BM37_95_00309","AV25_95_03171","CG78_02467","CG78b_02230","CG678_02228","CG1103_00112","SF93_03192","V80_94_03065","AS1H41_03065","CG98_04226","NW221_05143","RF21_01005","T17_01144","S4_01465","Sz1b_02326","CG81_04688","CG474_01952","CG967_05287","CG1118_05164"
"g007179_000004","g007179","rpsM","30S ribosomal protein S13",90,10,311,1,1,1,0,0,0,0,311,"30S ribosomal protein S13(311)","rpsM(311)",369,369,369,43,2,"F2_5_02570","CG56_01944","T268_95_04843","BM37_95_00310","AV25_95_03172","CG78_02468","CG78b_02231","CG678_02229","CG1103_00111","SF93_03191","V80_94_03066","AS1H41_03066","CG98_04225","NW221_05142","RF21_01004","T17_01145","S4_01466","Sz1b_02327","CG81_04687","CG474_01953","CG967_05286","CG1118_05163"
"g012592_000005","g012592","rpsK","30S ribosomal protein S11",95,5,311,1,1,1,0,0,0,0,311,"30S ribosomal protein S11(311)","rpsK(311)",390,390,390,43,3,"F2_5_02571","CG56_01943","T268_95_04844","BM37_95_00311","AV25_95_03173","CG78_02469","CG78b_02232","CG678_02230","CG1103_00110","SF93_03190","V80_94_03067","AS1H41_03067","CG98_04224","NW221_05141","RF21_01003","T17_01146","S4_01467","Sz1b_02328","CG81_04686","CG474_01954","CG967_05285","CG1118_05162"
"g011326_1_000008","g011326_1","rpoA","DNA-directed RNA polymerase subunit alpha",95,4,311,1,1,1,0,0,0,0,311,"DNA-directed RNA polymerase subunit alpha(311)","rpoA(311)",1011,1011,1011,43,4,"F2_5_02572","CG56_01942","T268_95_04845","BM37_95_00312","AV25_95_03174","CG78_02470","CG78b_02233","CG678_02231","CG1103_00109","SF93_03189","V80_94_03068","AS1H41_03068","CG98_04223","NW221_05140","RF21_01002","T17_01147","S4_01468","Sz1b_02329","CG81_04685","CG474_01955","CG967_05284","CG1118_05161"
"g005526_000004","g005526","rplQ","50S ribosomal protein L17",90,14,311,1,1,1,0,0,0,0,311,"50S ribosomal protein L17(311)","rplQ(311)",423,426,425.18,43,5,"F2_5_02573","CG56_01941","T268_95_04846","BM37_95_00313","AV25_95_03175","CG78_02471","CG78b_02234","CG678_02232","CG1103_00108","SF93_03188","V80_94_03069","AS1H41_03069","CG98_04222","NW221_05139","RF21_01001","T17_01148","S4_01469","Sz1b_02330","CG81_04684","CG474_01956","CG967_05283","CG1118_05160"
"g001931_000002","g001931",NA,"hypothetical protein",70,33,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",693,741,699.94,44,1,"F2_5_03931","CG56_05164","T268_95_04102","BM37_95_05083","AV25_95_03852","CG78_01339","CG78b_04822","CG678_04819","CG1103_03900","SF93_04369","V80_94_03832","AS1H41_03832","CG98_02543","NW221_04196","RF21_03629","T17_05451","S4_00008","Sz1b_03868","CG81_05955","CG474_04047","CG967_05713","CG1118_01919"
