"allele_name","gene_family","consensus_gene_name","consensus_product","threshold","alleles_at_maximum_threshold","number_genomes","average_dose","min_dose","max_dose","genomes_containing_fissions","genomes_containing_duplications","number_fission_loci","number_duplicated_loci","no_loci","products","gene_names","min_length.bp.","max_length.bp.","average_length.bp.","cluster","cluster_order","CG108","CG118","CG989","CG1013","T393_94","Rr4","CG47","Ni1","T60_94","T267_94","P86_93","AB4","CG964","CG49"
"g003316_000001","g003316","kdpB","Potassium-transporting ATPase ATP-binding subunit",60,22,308,1,1,2,1,1,1,1,309,"Potassium-transporting ATPase ATP-binding subunit(310)","kdpB(310)",219,2091,2063.93,811,2,"CG108_03994","CG118_04501","CG989_04471;CG989_04472","CG1013_03766","T393_94_03925","Rr4_04223","CG47_03423","Ni1_03965","T60_94_04699","T267_94_04983","P86_93_04601","AB4_04767","CG964_03521","CG49_04275"
"g000598","g000598","kdpC","Potassium-transporting ATPase KdpC subunit",50,52,308,1,1,1,0,0,0,0,308,"Potassium-transporting ATPase KdpC subunit(308)","kdpC(308)",564,606,579.09,811,3,"CG108_03995","CG118_04500","CG989_04470","CG1013_03765","T393_94_03924","Rr4_04224","CG47_03422","Ni1_03966","T60_94_04698","T267_94_04982","P86_93_04600","AB4_04768","CG964_03522","CG49_04274"
"g004568_000001","g004568","dppB","Dipeptide transport system permease protein DppB",60,13,308,1,1,1,1,0,1,0,308,"Dipeptide transport system permease protein DppB(158):Glutathione transport system permease protein GsiC(151)","dppB(158):gsiC(151)",303,1074,926.54,812,1,"CG108_03767","CG118_04728","CG989_04699","CG1013_03974","T393_94_04132","Rr4_04014","CG47_03632","Ni1_03757","T60_94_04907","T267_94_05191","P86_93_04809","AB4_04558","CG964_03313","CG49_04483"
"g002760_000001","g002760","ddpC","putative D%2CD-dipeptide transport system permease protein DdpC",60,27,308,1,1,1,0,0,0,0,308,"putative D%2CD-dipeptide transport system permease protein DdpC(308)","ddpC(308)",858,882,875.45,812,2,"CG108_03766","CG118_04729","CG989_04700","CG1013_03975","T393_94_04133","Rr4_04013","CG47_03633","Ni1_03756","T60_94_04908","T267_94_05192","P86_93_04810","AB4_04557","CG964_03312","CG49_04484"
"g003005_1_000003","g003005_1",NA,"6-deoxy-6-sulfo-D-gluconate dehydratase",70,21,308,1,1,1,1,0,1,0,308,"6-deoxy-6-sulfo-D-gluconate dehydratase(309)","NA(309)",780,1767,1725.89,813,1,"CG108_03794","CG118_04701","CG989_04672","CG1013_03948","T393_94_04106","Rr4_04041","CG47_03605","Ni1_03784","T60_94_04881","T267_94_05165","P86_93_04783","AB4_04585","CG964_03340","CG49_04457"
"g003464_000001","g003464","proA","hypothetical protein",60,23,308,1,1,2,0,1,0,1,309,"hypothetical protein(301):4-hydroxy-4-methyl-2-oxoglutarate aldolase/4-carboxy-4-hydroxy-2-oxoadipate aldolase(8)","NA(301):proA(8)",711,726,719.25,813,2,"CG108_03795","CG118_04700","CG989_04671","CG1013_03947","T393_94_04105","Rr4_04042","CG47_03604","Ni1_03785","T60_94_04880","T267_94_05164","P86_93_04782","AB4_04586","CG964_03341","CG49_04456"
"g002501","g002501","bepF","Efflux pump periplasmic linker BepF",50,27,308,1,1,1,0,0,0,0,308,"Efflux pump periplasmic linker BepF(277):Multidrug resistance protein MdtA(31)","bepF(277):mdtA(31)",1185,1230,1189.48,814,1,"CG108_02251","CG118_02391","CG989_02305","CG1013_02035","T393_94_02720","Rr4_04776","CG47_04862","Ni1_03608","T60_94_02354","T267_94_02974","P86_93_02989","AB4_03557","CG964_02993","CG49_00240"
"g002802_1_000004","g002802_1","oqxB9","multidrug efflux RND transporter permease subunit OqxB9",70,18,308,1,1,1,1,0,1,0,308,"multidrug efflux RND transporter permease subunit OqxB9(183):multidrug efflux RND transporter permease subunit OqxB7(76):multidrug efflux RND transporter permease subunit OqxB2(22):multidrug efflux RND transporter permease subunit OqxB27(21):multidrug efflux RND transporter permease subunit OqxB30(4):multidrug efflux RND transporter permease subunit OqxB12(1):Multidrug/solvent efflux pump membrane transporter MepB(1):Antibiotic efflux pump membrane transporter ArpB(1)","oqxB9(183):oqxB7(76):oqxB2(22):oqxB27(21):oqxB30(4):arpB(1):mepB(1):oqxB12(1)",585,3219,3178,814,2,"CG108_02252","CG118_02392","CG989_02304","CG1013_02034","T393_94_02721","Rr4_04777","CG47_04861","Ni1_03607","T60_94_02355","T267_94_02975","P86_93_02990","AB4_03556","CG964_02992","CG49_00241"
"g000604","g000604","arnC","hypothetical protein",50,52,308,1.01,1,2,0,3,0,3,311,"hypothetical protein(223):Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase(85):putative glycosyltransferase EpsJ(2):Putative glycosyltransferase EpsH(1)","NA(223):arnC(85):epsJ(2):epsH(1)",282,1050,1006.38,815,1,"CG108_03115","CG118_02565","CG989_02812","CG1013_01280","T393_94_01356","Rr4_01006","CG47_01821","Ni1_01464","T60_94_01840","T267_94_01665","P86_93_01666","AB4_00647","CG964_02033","CG49_01636"
"g002631","g002631","ywqD","hypothetical protein",50,27,308,1,1,1,1,0,1,0,308,"hypothetical protein(257):Iron-sulfur cluster carrier protein(50):Tyrosine-protein kinase YwqD(2)","NA(307):ywqD(2)",732,2394,2336.22,815,2,"CG108_03113","CG118_02567","CG989_02814","CG1013_01278","T393_94_01354","Rr4_01004","CG47_01819","Ni1_01466","T60_94_01838","T267_94_01663","P86_93_01664","AB4_00645","CG964_02031","CG49_01638"
"g000811","g000811",NA,"hypothetical protein",50,45,308,1,1,1,0,0,0,0,308,"hypothetical protein(308)","NA(308)",237,291,282.51,816,1,"CG108_03125","CG118_02555","CG989_02802","CG1013_01290","T393_94_01366","Rr4_01016","CG47_01831","Ni1_01454","T60_94_01850","T267_94_01675","P86_93_01676","AB4_00657","CG964_02043","CG49_01626"
"g003091_1_000003","g003091_1","epsL","putative sugar transferase EpsL",70,22,308,1.01,1,2,0,3,0,3,311,"putative sugar transferase EpsL(311)","epsL(311)",636,681,680.04,816,2,"CG108_03126","CG118_02554","CG989_02801","CG1013_01291","T393_94_01367","Rr4_01017","CG47_01832","Ni1_01453","T60_94_01851","T267_94_01676","P86_93_01677","AB4_00658","CG964_02044","CG49_01625"
"g001974","g001974",NA,"hypothetical protein",50,29,308,1,1,2,0,1,0,1,309,"hypothetical protein(309)","NA(309)",1266,1326,1280.43,817,1,"CG108_03128","CG118_02552","CG989_02799","CG1013_01293","T393_94_01369","Rr4_01019","CG47_01834","Ni1_01451","T60_94_01853","T267_94_01678","P86_93_01679","AB4_00660","CG964_02046","CG49_01623"
"g002096","g002096",NA,"hypothetical protein",50,31,308,1,1,1,0,0,0,0,308,"hypothetical protein(308)","NA(308)",270,1287,1267.79,817,2,"CG108_03127","CG118_02553","CG989_02800","CG1013_01292","T393_94_01368","Rr4_01018","CG47_01833","Ni1_01452","T60_94_01852","T267_94_01677","P86_93_01678","AB4_00659","CG964_02045","CG49_01624"
"g001653_1_000001","g001653_1",NA,"hypothetical protein",60,31,308,1,1,2,0,1,0,1,309,"hypothetical protein(309)","NA(309)",378,966,959.55,818,1,"CG108_03122","CG118_02558","CG989_02805","CG1013_01287","T393_94_01363","Rr4_01013","CG47_01828","Ni1_01457","T60_94_01847","T267_94_01672","P86_93_01673","AB4_00654","CG964_02040","CG49_01629"
"g001347_000002","g001347","pssM","Exopolysaccharide glucosyl ketal-pyruvate-transferase",70,24,308,1.04,1,2,2,12,2,12,320,"Exopolysaccharide glucosyl ketal-pyruvate-transferase(267):hypothetical protein(55)","pssM(267):NA(55)",135,1008,954.02,818,2,"CG108_03123","CG118_02557","CG989_02804","CG1013_01288","T393_94_01364","Rr4_01014","CG47_01829","Ni1_01456","T60_94_01848","T267_94_01673","P86_93_01674","AB4_00655","CG964_02041","CG49_01628"
"g000476_1_000003","g000476_1","putA","Bifunctional protein PutA",70,47,308,1,1,2,2,1,2,1,309,"Bifunctional protein PutA(311)","putA(311)",414,3720,3670.15,819,1,"CG108_04240","CG118_03532","CG989_04314","CG1013_00888","T393_94_01142","Rr4_00328","CG47_01691","Ni1_01135","T60_94_01624","T267_94_01451","P86_93_01451","AB4_00399","CG964_01624","CG49_01331"
"g000571","g000571",NA,"hypothetical protein",50,53,308,1,1,1,0,0,0,0,308,"hypothetical protein(308)","NA(308)",375,615,463.29,820,1,"CG108_00752","CG118_01176","CG989_01274","CG1013_02974","T393_94_03540","Rr4_05430","CG47_04546","Ni1_00788","T60_94_04313","T267_94_04198","P86_93_04216","AB4_00053","CG964_01487","CG49_00881"
"g001716_000001","g001716","exoK","Endo-1%2C3-1%2C4-beta-glycanase ExoK",60,35,308,1.01,1,2,0,2,0,2,310,"Endo-1%2C3-1%2C4-beta-glycanase ExoK(310)","exoK(310)",777,807,797.34,821,1,"CG108_03119","CG118_02561","CG989_02808","CG1013_01284","T393_94_01360","Rr4_01010","CG47_01825","Ni1_01460","T60_94_01844","T267_94_01669","P86_93_01670","AB4_00651","CG964_02037","CG49_01632"
"g001132_000001","g001132",NA,"hypothetical protein",60,40,308,1,1,2,0,1,0,1,309,"hypothetical protein(309)","NA(309)",480,534,495.74,822,1,"CG108_03692","CG118_01648","CG989_00712","CG1013_02915","T393_94_02429","Rr4_03789","CG47_02485","Ni1_03232","T60_94_00705","T267_94_02676","P86_93_02675","AB4_01129","CG964_02764","CG49_03424"
"g001451_000001","g001451",NA,"hypothetical protein",60,37,308,1,1,1,0,0,0,0,308,"hypothetical protein(308)","NA(308)",477,552,511.35,823,1,"CG108_01655","CG118_04319","CG989_03666","CG1013_03501","T393_94_04707","Rr4_02740","CG47_03014","Ni1_04781","T60_94_05139","T267_94_04722","P86_93_05040","AB4_02464","CG964_04309","CG49_03636"
"g001431","g001431",NA,"hypothetical protein",50,37,308,1,1,1,0,0,0,0,308,"hypothetical protein(308)","NA(308)",522,636,579.9,824,1,"CG108_04657","CG118_03853","CG989_05442","CG1013_04071","T393_94_04231","Rr4_05154","CG47_04153","Ni1_04028","T60_94_03881","T267_94_03767","P86_93_03784","AB4_04461","CG964_04219","CG49_02949"
"g001971_000002","g001971","chaA","Sodium-potassium/proton antiporter ChaA",70,32,308,1,1,1,0,0,0,0,308,"Sodium-potassium/proton antiporter ChaA(308)","chaA(308)",1059,1272,1114.84,825,1,"CG108_00249","CG118_00250","CG989_00462","CG1013_01425","T393_94_01775","Rr4_02169","CG47_02542","Ni1_04978","T60_94_00051","T267_94_02022","P86_93_02021","AB4_01071","CG964_03610","CG49_02451"
"g003131_1_000003","g003131_1",NA,"hypothetical protein",80,22,308,1,1,1,0,0,0,0,308,"hypothetical protein(308)","NA(308)",237,279,239.49,826,1,"CG108_04667","CG118_03863","CG989_05452","CG1013_04061","T393_94_04221","Rr4_05144","CG47_04163","Ni1_04018","T60_94_03871","T267_94_03757","P86_93_03774","AB4_04471","CG964_04229","CG49_02959"
"g002685_000003","g002685","rplY","50S ribosomal protein L25",80,27,308,1,1,1,0,0,0,0,308,"50S ribosomal protein L25(308)","rplY(308)",591,630,610.54,827,1,"CG108_00277","CG118_00278","CG989_00434",NA,"T393_94_01802","Rr4_02142",NA,"Ni1_05005","T60_94_00078","T267_94_02049","P86_93_02048","AB4_01044","CG964_03637",NA
"g001420_1_000003","g001420_1",NA,"hypothetical protein",70,25,308,1.14,1,2,1,42,1,42,350,"hypothetical protein(351)","NA(351)",228,1458,1231.5,828,1,"CG108_00538","CG118_00539","CG989_00172","CG1013_02564","T393_94_02079","Rr4_03439","CG47_02135","Ni1_02882","T60_94_00355","T267_94_02326","P86_93_02325","AB4_01478","CG964_02018","CG49_02075"
"g001549","g001549","iolG","Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase",50,36,308,1.03,1,2,0,9,0,9,317,"Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase(233):hypothetical protein(84)","iolG(233):NA(84)",1011,1029,1021.07,829,1,"CG108_02336","CG118_02476","CG989_02220","CG1013_01951","T393_94_02804","Rr4_04860","CG47_04778","Ni1_03523","T60_94_02438","T267_94_03058","P86_93_03073","AB4_03473","CG964_02909","CG49_00324"
"g001954_1_000001","g001954_1",NA,"hypothetical protein",60,29,308,1.01,1,2,1,4,1,4,312,"hypothetical protein(313)","NA(313)",897,2781,2678.89,830,1,"CG108_02357","CG118_02497","CG989_02199","CG1013_01929","T393_94_02826","Rr4_04882","CG47_04756","Ni1_03501","T60_94_02460","T267_94_03080","P86_93_03095","AB4_03451","CG964_02887","CG49_00346"
"g000609_000002","g000609",NA,"hypothetical protein",70,51,308,1,1,1,0,0,0,0,308,"hypothetical protein(308)","NA(308)",474,489,479.06,831,1,"CG108_00738","CG118_01162","CG989_01288","CG1013_02988","T393_94_03554","Rr4_05416","CG47_04532","Ni1_00802","T60_94_04327","T267_94_04212","P86_93_04230","AB4_00067","CG964_01501","CG49_00895"
"g000707_1_000005","g000707_1",NA,"hypothetical protein",70,30,308,1,1,2,0,1,0,1,309,"hypothetical protein(309)","NA(309)",198,1407,1325.53,832,1,"CG108_02778","CG118_04444","CG989_03541","CG1013_03620","T393_94_04826","Rr4_02621","CG47_01196;CG47_02895","Ni1_04900","T60_94_05258","T267_94_04841","P86_93_05159","AB4_02583","CG964_01200","CG49_03756"
"g000127_1_000001","g000127_1","atzA","8-oxoguanine deaminase",60,73,308,1.1,1,3,0,30,0,31,339,"8-oxoguanine deaminase(264):Atrazine chlorohydrolase(53):5'-deoxyadenosine deaminase(22)","NA(264):atzA(53):dadD(22)",1341,1383,1348.02,833,1,"CG108_03147;CG108_03582","CG118_02533;CG118_02723","CG989_02780;CG989_02825","CG1013_01312","T393_94_01388","Rr4_01038","CG47_01853","Ni1_01432","T60_94_01872","T267_94_01697","P86_93_01698","AB4_00679","CG964_02065","CG49_01604"
"g000230","g000230",NA,"hypothetical protein",50,70,308,1,1,1,0,0,0,0,308,"hypothetical protein(308)","NA(308)",285,561,529.72,834,1,"CG108_04156","CG118_03448","CG989_04230","CG1013_04460","T393_94_05083","Rr4_01118","CG47_01933","Ni1_04568","T60_94_05515","T267_94_05482","P86_93_05414","AB4_01026","CG964_04741","CG49_01824"
"g000293","g000293","yvoA","HTH-type transcriptional repressor YvoA",50,65,308,1.49,1,3,0,148,0,150,458,"HTH-type transcriptional repressor YvoA(435):hypothetical protein(23)","yvoA(435):NA(23)",648,768,736.29,835,1,"CG108_02953","CG118_02050","CG989_02778","CG1013_01314","T393_94_01390","Rr4_01040","CG47_01855","Ni1_01430","T60_94_01874","T267_94_01699","P86_93_01700","AB4_00681","CG964_02067","CG49_01602"
"g002411_000001","g002411","zntB","Zinc transport protein ZntB",60,29,308,1,1,1,0,0,0,0,308,"Zinc transport protein ZntB(308)","zntB(308)",996,1050,1009.34,836,1,"CG108_05033","CG118_03800","CG989_05389","CG1013_04126","T393_94_04287","Rr4_05210","CG47_04097","Ni1_04083","T60_94_03937","T267_94_03823","P86_93_03840","AB4_04405","CG964_04164","CG49_04958"
"g000607_000001","g000607","greB","Transcription elongation factor GreB",60,52,308,1,1,1,0,0,0,0,308,"Transcription elongation factor GreB(240):Transcription elongation factor GreA(68)","greB(240):greA(68)",468,570,489.53,837,1,"CG108_03749","CG118_04746","CG989_04717","CG1013_03993","T393_94_04151","Rr4_03995","CG47_03651","Ni1_03738","T60_94_04926","T267_94_05210","P86_93_04828","AB4_04539","CG964_03294","CG49_04502"
"g001239_000002","g001239","lly","hypothetical protein",70,38,308,1.01,1,2,1,4,1,4,312,"hypothetical protein(311):4-hydroxyphenylpyruvate dioxygenase(2)","NA(311):lly(1):hpd(1)",321,1971,1909.16,838,1,"CG108_02226","CG118_02366","CG989_02331","CG1013_02060","T393_94_02695","Rr4_04751","CG47_04887","Ni1_03633","T60_94_02329","T267_94_02949","P86_93_02964","AB4_03582","CG964_03018","CG49_00215"
"g000108","g000108","csxA","hypothetical protein",50,82,308,1,1,1,0,0,0,0,308,"hypothetical protein(301):Exo-beta-D-glucosaminidase(7)","NA(301):csxA(7)",1179,2490,2454.7,839,1,"CG108_03001","CG118_02002","CG989_02730","CG1013_01361","T393_94_01437","Rr4_01087","CG47_01902","Ni1_01383","T60_94_01921","T267_94_01746","P86_93_01747","AB4_00728","CG964_02114","CG49_01555"
"g000491_1_000001","g000491_1","yedA","putative inner membrane transporter YedA",60,43,308,1.01,1,2,1,2,1,2,310,"putative inner membrane transporter YedA(207):hypothetical protein(85):putative amino-acid metabolite efflux pump(17):IS1595 family transposase ISBsp7(2)","yedA(207):NA(87):eamA(17)",255,951,918.93,840,1,"CG108_01627","CG118_04347","CG989_03638","CG1013_03529","T393_94_04735","Rr4_02712","CG47_02986","Ni1_04809","T60_94_05167","T267_94_04750","P86_93_05068","AB4_02492","CG964_04280;CG964_04281","CG49_03665"
"g001494_2_000004","g001494_2","fabI","Enoyl-[acyl-carrier-protein] reductase [NADH] FabI",80,17,308,1,1,1,0,0,0,0,308,"Enoyl-[acyl-carrier-protein] reductase [NADH] FabI(308)","fabI(308)",720,834,806.81,841,1,"CG108_01293","CG118_04178","CG989_03902","CG1013_03363","T393_94_04569","Rr4_02998","CG47_03272","Ni1_00087","T60_94_05001","T267_94_04584","P86_93_04902","AB4_02206","CG964_04447","CG49_01080"
"g001346_000002","g001346",NA,"hypothetical protein",70,37,308,1,1,1,0,0,0,0,308,"hypothetical protein(308)","NA(308)",498,948,788.09,842,1,"CG108_00934","CG118_03230","CG989_04012","CG1013_04674","T393_94_04869","Rr4_03852","CG47_02738","Ni1_04354","T60_94_05301","T267_94_05268","P86_93_05200","AB4_05068","CG964_02848","CG49_02863"
"g003078_000003","g003078","ribE","Riboflavin synthase",80,24,308,1,1,1,0,0,0,0,308,"Riboflavin synthase(308)","ribE(308)",612,636,615.03,843,1,"CG108_00635","CG118_01059","CG989_01391","CG1013_03093","T393_94_03658","Rr4_01978","CG47_04428","Ni1_02540","T60_94_04431","T267_94_04316","P86_93_04334","AB4_04813","CG964_00751","CG49_05225"
"g001058_000001","g001058","pobA","p-hydroxybenzoate hydroxylase",60,42,308,1.01,1,2,0,2,0,2,310,"p-hydroxybenzoate hydroxylase(310)","pobA(310)",129,1176,1169.63,844,1,"CG108_03948","CG118_04547","CG989_04518","CG1013_03812","T393_94_03971","Rr4_04177","CG47_03469","Ni1_03920","T60_94_04745","T267_94_05029","P86_93_04647","AB4_04721","CG964_03475","CG49_04321"
"g001296_000001","g001296",NA,"hypothetical protein",60,38,308,1,1,1,0,0,0,0,308,"hypothetical protein(308)","NA(308)",192,204,192.9,845,1,"CG108_02629","CG118_01431","CG989_00051","CG1013_02691","T393_94_02206","Rr4_03566","CG47_02262","Ni1_03009","T60_94_00482","T267_94_02453","P86_93_02452","AB4_01351","CG964_01892","CG49_02202"
"g001658","g001658","pipB2","hypothetical protein",50,35,308,1,1,1,0,0,0,0,308,"hypothetical protein(291):Secreted effector protein PipB2(17)","NA(291):pipB2(17)",726,978,752.35,846,1,"CG108_02509","CG118_05075","CG989_05232","CG1013_01689","T393_94_03065","Rr4_04918","CG47_01735","Ni1_01351","T60_94_02761","T267_94_03320","P86_93_03334","AB4_00624","CG964_04835","CG49_00585"
"g003616_000002","g003616",NA,"hypothetical protein",70,22,308,1,1,1,0,0,0,0,308,"hypothetical protein(308)","NA(308)",237,474,260.38,847,1,"CG108_02991","CG118_02012","CG989_02740","CG1013_01351","T393_94_01427","Rr4_01077","CG47_01892","Ni1_01393","T60_94_01911","T267_94_01736","P86_93_01737","AB4_00718","CG964_02104","CG49_01565"
"g001387_000002","g001387","puuD","Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD",70,37,308,1,1,2,0,1,0,1,309,"Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD(309)","puuD(309)",645,822,767.32,848,1,"CG108_01476","CG118_01528","CG989_00832","CG1013_02788","T393_94_02303","Rr4_03663","CG47_02359","Ni1_03106","T60_94_00579","T267_94_02550","P86_93_02549","AB4_01254","CG964_01342","CG49_02298"
"g001589_000003","g001589","queC","7-cyano-7-deazaguanine synthase",80,34,308,1,1,1,0,0,0,0,308,"7-cyano-7-deazaguanine synthase(308)","queC(308)",708,774,710.72,849,1,"CG108_02943","CG118_01474","CG989_00008","CG1013_02735","T393_94_02250","Rr4_03610","CG47_02306","Ni1_03053","T60_94_00526","T267_94_02497","P86_93_02496","AB4_01307","CG964_01395","CG49_02246"
"g002126_1_000014","g002126_1","ros","Transcriptional regulatory protein ros",80,13,308,1,1,2,0,1,0,1,309,"Transcriptional regulatory protein ros(309)","ros(309)",150,432,429.36,850,1,"CG108_01935","CG118_00666","CG989_01771","CG1013_04350","T393_94_04512","Rr4_00498","CG47_03873","Ni1_04308","T60_94_04162","T267_94_04048","P86_93_04065","AB4_04180","CG964_03940","CG49_05182"
"g002603","g002603","kdpE","Transcriptional regulatory protein KdpE",50,28,308,1,1,1,0,0,0,0,308,"Transcriptional regulatory protein KdpE(218):KDP operon transcriptional regulatory protein KdpE(90)","kdpE(308)",687,705,690.62,851,1,"CG108_03997","CG118_04498","CG989_04468","CG1013_03763","T393_94_03922","Rr4_04226","CG47_03420","Ni1_03968","T60_94_04696","T267_94_04980","P86_93_04598","AB4_04770","CG964_03524","CG49_04272"
"g001025","g001025",NA,"hypothetical protein",50,36,308,1,1,1,0,0,0,0,308,"hypothetical protein(308)","NA(308)",798,903,887.38,852,1,"CG108_00253","CG118_00254","CG989_00458","CG1013_01429","T393_94_01779","Rr4_02165","CG47_02546","Ni1_04982","T60_94_00055","T267_94_02026","P86_93_02025","AB4_01067","CG964_03614","CG49_02447"
"g003473_000002","g003473",NA,"Aminoacyl carrier protein",70,23,308,1,1,1,0,0,0,0,308,"Aminoacyl carrier protein(308)","NA(308)",252,252,252,853,1,"CG108_03005","CG118_01998","CG989_02726","CG1013_01365","T393_94_01441","Rr4_01091","CG47_01906","Ni1_01379","T60_94_01925","T267_94_01750","P86_93_01751","AB4_00732","CG964_02118","CG49_01551"
